filename,name,otherNameHits,email,phoneNo,experience,original_text,cleaned_text,Score For Bracket 1,Score For Bracket 2,Negative Count,Negative words found,Final Score,Multiplied Score,Frequency Score,Multiplied frequency Score,Found Words
DataEngineer.txt,,[],[],[],-,(Azure+cloud+AWS+GCP+EC2+S3+Glue+ADF+Dataflow+redshift+snowflake)*(Python+Scala)-(admin+testing+tester+quality),azurecloudawsgcpec2s3glueadfdataflowredshiftsnowflakepythonscalaadmintestingtesterquality,11,2,25,"['a', 'd', 'm', 'i', 'n', 't', 'e', 's', 't', 'i', 'n', 'g', 't', 'e', 's', 't', 'e', 'r', 'q', 'u', 'a', 'l', 'i', 't', 'y']",13,22,13,22,"['azure', 'cloud', 'aws', 'gcp', 'ec2', 's3', 'glue', 'adf', 'dataflow', 'redshift', 'snowflake', 'python', 'scala']"
DataEngineer.txt,,[],[],[],-,(Azure+cloud+AWS+GCP+EC2+S3+Glue+ADF+Dataflow+redshift+snowflake)*(Python+Scala)-(admin+testing+tester+quality),azurecloudawsgcpec2s3glueadfdataflowredshiftsnowflakepythonscalaadmintestingtesterquality,11,2,4,"['admin', 'testing', 'tester', 'quality']",13,22,13,22,"['azure', 'cloud', 'aws', 'gcp', 'ec2', 's3', 'glue', 'adf', 'dataflow', 'redshift', 'snowflake', 'python', 'scala']"
